DATE,HC01ESTVC1627001,MNAITK1URN,PCPI27001,MNAITK1LFN,B03002003E027001,MHIMN27001A052NCEN,PI27001,MNAITK1POP,NETMIGNACS027001,HOWNRATEACS027001,FBITC027001,RACEDISPARITY027001,CBR27001MNA647NCEN,2020RATIO027001,B14005DCYACS027001,DP04ACS027001,CDC20N2U027001,USPTOISSUED027001,PUAAMN27001A647NCEN,B01002001E027001,B080ACS027001,CDC20N2UAA027001,ATNHPIUS27001A,EQFXSUBPRIME027001,HC01ESTVC1727001,S1701ACS027001,B03002006E027001,B03002012E027001,ENU2700120510,BPPRIV027001,MHICILBMN27001A052NCEN,MHICIUBMN27001A052NCEN,B03002005E027001,PUA0T17MN27001A647NCEN,PUA5T17RMN27001A647NCEN,S1101SPHOUSE027001,PEAAMN27001A647NCEN,PPAAMN27001A156NCEN,PECILBAAMN27001A647NCEN,PECIUBAAMN27001A647NCEN,PPCILBAAMN27001A156NCEN,DMPCRATE027001,PPCIUBAAMN27001A156NCEN,S1501ACSTOTAL027001,PE5T17MN27001A647NCEN,PP5T17MN27001A156NCEN,PECILB5T17MN27001A647NCEN,PECIUB5T17MN27001A647NCEN,PPCILB5T17MN27001A156NCEN,PEU18MN27001A647NCEN,PPU18MN27001A156NCEN,B03002004E027001,PECILBU18MN27001A647NCEN,PECIUBU18MN27001A647NCEN,PPCILBU18MN27001A156NCEN,PPCIUB5T17MN27001A156NCEN,PPCIUBU18MN27001A156NCEN,county
1991-01-01,,14.0,13984.0,5387,,,176240.0,12.603,,,,,,,,,,,,,,,,,,,,,311.0,127.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1991-02-01,,14.1,,5386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1991-03-01,,13.8,,5375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1991-04-01,,12.3,,5532,,,,,,,,,,,,,,,,,,,,,,,,,312.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1991-05-01,,10.6,,5449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1991-06-01,,11.3,,5065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1991-07-01,,9.4,,5139,,,,,,,,,,,,,,,,,,,,,,,,,320.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1991-08-01,,8.9,,5410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1991-09-01,,8.5,,5327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1991-10-01,,8.1,,5216,,,,,,,,,,,,,,,,,,,,,,,,,314.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1991-11-01,,11.2,,5219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1991-12-01,,12.5,,5194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1992-01-01,,15.6,14613.0,5325,,,187408.0,12.825,,,,,,,,,,,,,,,,,,,,,309.0,141.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1992-02-01,,15.3,,5348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1992-03-01,,14.6,,5308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1992-04-01,,13.5,,5340,,,,,,,,,,,,,,,,,,,,,,,,,311.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1992-05-01,,10.6,,5487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1992-06-01,,11.0,,5342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1992-07-01,,10.1,,5252,,,,,,,,,,,,,,,,,,,,,,,,,311.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1992-08-01,,9.6,,5204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1992-09-01,,9.5,,5411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1992-10-01,,8.1,,5490,,,,,,,,,,,,,,,,,,,,,,,,,316.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1992-11-01,,11.8,,5503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1992-12-01,,13.1,,5347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1993-01-01,,16.0,15262.0,5566,,21047.0,200112.0,13.112,,,,,1634.0,,,,,,,,,,,,,,,,323.0,169.0,18728.0,23353.0,,,,,2403.0,18.0,1893.0,2914.0,14.2,,21.9,,603.0,24.1,453.0,754.0,18.1,834.0,25.9,,644.0,1023.0,20.0,30.1,31.8,AITKIN
1993-02-01,,15.8,,5516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1993-03-01,,15.3,,5560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1993-04-01,,14.1,,5555,,,,,,,,,,,,,,,,,,,,,,,,,327.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1993-05-01,,11.7,,5718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1993-06-01,,11.8,,5911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1993-07-01,,10.1,,5470,,,,,,,,,,,,,,,,,,,,,,,,,330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1993-08-01,,9.2,,5400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1993-09-01,,8.7,,5567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1993-10-01,,8.6,,5592,,,,,,,,,,,,,,,,,,,,,,,,,335.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1993-11-01,,10.9,,5654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1993-12-01,,11.7,,5655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1994-01-01,,15.6,15781.0,5720,,,213420.0,13.524000000000001,,,,,,,,,,,,,,,,,,,,,333.0,117.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1994-02-01,,14.0,,5635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1994-03-01,,14.4,,5720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1994-04-01,,12.7,,5625,,,,,,,,,,,,,,,,,,,,,,,,,340.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1994-05-01,,8.5,,5715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1994-06-01,,9.0,,5841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1994-07-01,,8.3,,5516,,,,,,,,,,,,,,,,,,,,,,,,,335.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1994-08-01,,8.2,,5460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1994-09-01,,8.0,,5791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1994-10-01,,8.0,,5777,,,,,,,,,,,,,,2.0,,,,,,,,,,,341.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1994-11-01,,9.3,,5790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1994-12-01,,10.7,,5712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1995-01-01,,13.9,17169.0,5775,,25176.0,237738.0,13.847000000000001,,,,,1450.0,,,,,,,,,,,,,,,,337.0,128.0,22012.0,28322.0,,,,,2049.0,14.9,1619.0,2479.0,11.7,,18.0,,481.0,18.9,369.0,593.0,14.5,695.0,21.3,,537.0,852.0,16.4,23.3,26.1,AITKIN
1995-02-01,,12.9,,5708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1995-03-01,,12.7,,5755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1995-04-01,,12.3,,5804,,,,,,,,,,,,,,,,,,,,,,,,,337.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1995-05-01,,8.2,,5831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1995-06-01,,8.6,,5944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1995-07-01,,7.6,,5571,,,,,,,,,,,,,,,,,,,,,,,,,336.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1995-08-01,,6.4,,5661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1995-09-01,,6.3,,5702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1995-10-01,,5.8,,5732,,,,,,,,,,,,,,1.0,,,,,,,,,,,349.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1995-11-01,,9.0,,5780,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1995-12-01,,10.5,,5726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1996-01-01,,14.1,18066.0,5882,,,256188.0,14.181,,,,,,,,,,1.0,,,,,,,,,,,350.0,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1996-02-01,,12.3,,5894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1996-03-01,,12.6,,6033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1996-04-01,,12.2,,6033,,,,,,,,,,,,,,,,,,,,,,,,,358.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1996-05-01,,8.5,,6055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1996-06-01,,8.4,,5914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1996-07-01,,8.5,,5854,,,,,,,,,,,,,,,,,,,,,,,,,356.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1996-08-01,,7.0,,6037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1996-09-01,,6.9,,6166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1996-10-01,,6.2,,6076,,,,,,,,,,,,,,,,,,,,,,,,,363.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1996-11-01,,9.0,,6166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1996-12-01,,10.6,,6018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1997-01-01,,12.2,18947.0,6395,,26746.0,272892.0,14.402999999999999,,,,,1016.0,,,,,,,,,,,,,,,,367.0,80.0,23584.0,29891.0,,,,,2125.0,14.9,1626.0,2625.0,11.4,,18.4,,579.0,22.3,403.0,755.0,15.5,876.0,25.9,,638.0,1113.0,18.9,29.1,33.0,AITKIN
1997-02-01,,11.2,,6290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1997-03-01,,11.9,,6311,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1997-04-01,,11.3,,6161,,,,,,,,,,,,,,,,,,,,,,,,,377.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1997-05-01,,7.3,,6255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1997-06-01,,7.6,,6489,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1997-07-01,,6.2,,5878,,,,,,,,,,,,,,,,,,,,,,,,,388.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1997-08-01,,5.9,,6072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1997-09-01,,6.0,,6040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1997-10-01,,5.3,,6134,,,,,,,,,,,,,,,,,,,,,,,,,389.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1997-11-01,,7.1,,6083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1997-12-01,,8.8,,6111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1998-01-01,,12.4,19957.0,6127,,28580.0,296168.0,14.84,,,,,1031.0,,,,,,14383.0,,,,79.0,,,,,,384.0,251.0,25454.0,31688.0,,3361.0,2636.0,,2238.0,15.6,1720.0,2755.0,12.0,,19.2,,563.0,21.4,369.0,757.0,14.0,807.0,24.0,,571.0,1043.0,17.0,28.7,31.0,AITKIN
1998-02-01,,11.2,,6091,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1998-03-01,,12.1,,6128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1998-04-01,,9.0,,5989,,,,,,,,,,,,,,,,,,,,,,,,,394.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1998-05-01,,6.1,,6131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1998-06-01,,7.1,,5862,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1998-07-01,,5.8,,5864,,,,,,,,,,,,,,,,,,,,,,,,,396.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1998-08-01,,5.3,,5867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1998-09-01,,5.5,,6017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1998-10-01,,5.1,,6056,,,,,,,,,,,,,,,,,,,,,,,,,390.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1998-11-01,,7.1,,6101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1998-12-01,,8.6,,6107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1999-01-01,,10.7,20697.0,6146,,30840.0,311740.0,15.062000000000001,,,,,810.0,,,,457.4,,15215.0,,,323.4,77.64,22.2632639355272,,,,,394.0,213.0,28817.0,33004.0,,3147.0,2407.0,,1779.0,11.7,1331.0,2226.0,8.7,,14.6,,394.0,16.4,244.0,544.0,10.1,505.0,16.0,,336.0,673.0,10.7,22.6,21.4,AITKIN
1999-02-01,,10.1,,6099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1999-03-01,,10.1,,6124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1999-04-01,,8.8,,6119,,,,,,,,,,,,,,,,,,,,23.24108036012004,,,,,395.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1999-05-01,,6.3,,6183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1999-06-01,,6.7,,6351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1999-07-01,,6.2,,5814,,,,,,,,,,,,,,,,,,,,22.25228271897193,,,,,403.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1999-08-01,,5.5,,5975,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1999-09-01,,5.3,,5936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1999-10-01,,4.3,,5940,,,,,,,,,,,,,,,,,,,,22.81486579490709,,,,,401.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1999-11-01,,6.8,,6074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
1999-12-01,,8.2,,6254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2000-01-01,,9.4,21980.0,6969,,32085.0,335904.0,15.244000000000002,,,,,747.0,,,,566.1,,15193.0,,,368.9,100.0,23.695054945054945,,,,,403.0,159.0,29722.0,34637.0,,2975.0,2270.0,,1766.0,11.6,1352.0,2180.0,8.9,,14.3,,340.0,15.0,232.0,448.0,10.2,520.0,17.5,,383.0,657.0,12.9,19.8,22.1,AITKIN
2000-02-01,,8.8,,6994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2000-03-01,,8.8,,7104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2000-04-01,,6.6,,7038,,,,,,,,,,,,,,,,,,,,22.819717338848672,,,,,411.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2000-05-01,,4.9,,7248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2000-06-01,,4.9,,7221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
