DATE,HC01ESTVC1627001,MNAITK1URN,PCPI27001,MNAITK1LFN,B03002003E027001,MHIMN27001A052NCEN,PI27001,MNAITK1POP,NETMIGNACS027001,HOWNRATEACS027001,FBITC027001,RACEDISPARITY027001,CBR27001MNA647NCEN,2020RATIO027001,B14005DCYACS027001,DP04ACS027001,CDC20N2U027001,USPTOISSUED027001,PUAAMN27001A647NCEN,B01002001E027001,B080ACS027001,CDC20N2UAA027001,ATNHPIUS27001A,EQFXSUBPRIME027001,HC01ESTVC1727001,S1701ACS027001,B03002006E027001,B03002012E027001,ENU2700120510,BPPRIV027001,MHICILBMN27001A052NCEN,MHICIUBMN27001A052NCEN,B03002005E027001,PUA0T17MN27001A647NCEN,PUA5T17RMN27001A647NCEN,S1101SPHOUSE027001,PEAAMN27001A647NCEN,PPAAMN27001A156NCEN,PECILBAAMN27001A647NCEN,PECIUBAAMN27001A647NCEN,PPCILBAAMN27001A156NCEN,DMPCRATE027001,PPCIUBAAMN27001A156NCEN,S1501ACSTOTAL027001,PE5T17MN27001A647NCEN,PP5T17MN27001A156NCEN,PECILB5T17MN27001A647NCEN,PECIUB5T17MN27001A647NCEN,PPCILB5T17MN27001A156NCEN,PEU18MN27001A647NCEN,PPU18MN27001A156NCEN,B03002004E027001,PECILBU18MN27001A647NCEN,PECIUBU18MN27001A647NCEN,PPCILBU18MN27001A156NCEN,PPCIUB5T17MN27001A156NCEN,PPCIUBU18MN27001A156NCEN,county
2009-12-01,,10.4,,7545,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2010-01-01,88.1,13.1,29305.0,7198,15539.0,38646.0,475265.0,16.22,-263.0,83.06750741839762,366.0,29.22333845876052,1971.0,10.242829295460872,4.640718562874251,32.62823902696986,547.7,1.0,15950.0,50.7,24.77481036662452,329.0,130.81,26.11415168100078,14.4,,56.0,136.0,416.0,110.0,35689.0,41603.0,356.0,2857.0,2071.0,36.75115207373272,2090.0,13.1,1628.0,2552.0,10.2,61.059999942779505,16.0,24.3,438.0,21.1,328.0,548.0,15.8,688.0,24.1,14.0,525.0,851.0,18.4,26.4,29.8,AITKIN
2010-02-01,,13.1,,7294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2010-03-01,,12.9,,7341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2010-04-01,,10.7,,7267,,,,,,,,,,,,,,,,,,,,26.117103235747297,,,,,414.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2010-05-01,,9.1,,7369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2010-06-01,,9.2,,7486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2010-07-01,,9.0,,7350,,,,,,,,,,,,,,,,,,,,25.82375478927203,,,,,415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2010-08-01,,9.0,,7269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2010-09-01,,8.9,,7318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2010-10-01,,8.6,,7293,,,,,,,,,,,,,,,,,,,,25.828835774865073,,,,,414.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2010-11-01,,10.1,,7296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2010-12-01,,11.0,,7242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2011-01-01,89.4,12.6,30461.0,7131,15485.0,39958.0,490327.0,16.177,-63.0,84.59246384008941,409.0,22.26285253427269,2173.0,10.551299473416002,7.34375,32.15524139770605,622.2,,15973.0,51.3,24.489213197969548,346.5,124.55,26.470588235294123,15.1,,50.0,146.0,408.0,123.0,37015.0,42901.0,321.0,2796.0,2045.0,32.35477826358526,2101.0,13.2,1735.0,2467.0,10.9,57.6069999998435,15.5,25.4,434.0,21.2,318.0,550.0,15.5,640.0,22.9,25.0,481.0,799.0,17.2,26.9,28.6,AITKIN
2011-02-01,,12.3,,7170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2011-03-01,,11.9,,7128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2011-04-01,,10.7,,7044,,,,,,,,,,,,,,,,,,,,25.416036308623294,,,,,407.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2011-05-01,,9.3,,7188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2011-06-01,,9.1,,7328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2011-07-01,,9.4,,7134,,,,,,,,,,,,,,2.0,,,,,,25.110456553755522,,,,,403.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2011-08-01,,8.1,,7055,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2011-09-01,,7.3,,7061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2011-10-01,,6.9,,7097,,,,,,,,,,,,,,,,,,,,26.199543031226202,,,,,410.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2011-11-01,,8.1,,6993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2011-12-01,,9.1,,7013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2012-01-01,89.5,10.7,31449.0,6825,15332.0,38871.0,500985.0,16.044,191.0,83.97516307074761,456.0,16.151606042333654,2164.0,11.091529073941134,9.98389694041868,33.45930624915643,460.7,,15685.0,51.8,25.557208994708997,234.7,119.81,25.63315425940138,14.6,12.6,72.0,154.0,394.0,69.0,35728.0,42014.0,253.0,2723.0,2021.0,38.24091778202677,2187.0,13.9,1808.0,2566.0,11.5,58.6719999997877,16.3,25.200000000000006,435.0,21.5,329.0,541.0,16.2,662.0,24.3,76.0,513.0,811.0,18.8,26.8,29.8,AITKIN
2012-02-01,,10.6,,6821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2012-03-01,,10.4,,6810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2012-04-01,,8.6,,6833,,,,,,,,,,,,,,,,,,,,23.972602739726025,,,,,394.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2012-05-01,,7.3,,6997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2012-06-01,,7.6,,7057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2012-07-01,,7.3,,6903,,,,,,,,,,,,,,,,,,,,24.081020255063766,,,,,394.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2012-08-01,,7.0,,6905,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2012-09-01,,6.4,,6880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2012-10-01,,6.2,,6972,,,,,,,,,,,,,,,,,,,,24.663677130044842,,,,,398.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2012-11-01,,7.1,,6916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2012-12-01,,8.2,,6937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2013-01-01,90.0,10.1,32523.0,6822,15189.0,41784.0,511880.0,15.880999999999998,83.0,84.15252090195085,490.0,23.024630397729354,1994.0,11.534720269890355,10.307692307692307,32.68088552915766,570.4,,15483.0,52.0,24.528052805280534,344.5,118.9,24.719940253920843,14.7,12.1,42.0,165.0,388.0,97.0,39224.0,44344.0,286.0,2662.0,2025.0,36.61237785016287,2060.0,13.3,1637.0,2483.0,10.6,49.6909999996424,16.0,25.4,421.0,20.8,307.0,535.0,15.2,620.0,23.3,63.0,472.0,768.0,17.7,26.4,28.9,AITKIN
2013-02-01,,9.5,,6716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2013-03-01,,9.2,,6709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2013-04-01,,8.4,,6704,,,,,,,,,,,,,,1.0,,,,,,23.731343283582092,,,,,393.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2013-05-01,,6.9,,6875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2013-06-01,,7.1,,6990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2013-07-01,,6.7,,6831,,,,,,,,,,,,,,,,,,,,23.70909090909091,,,,,398.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2013-08-01,,6.1,,6791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2013-09-01,,5.7,,6801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2013-10-01,,5.5,,6765,,,,,,,,,,,,,,,,,,,,23.93038433647571,,,,,389.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2013-11-01,,6.5,,6772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2013-12-01,,7.7,,6846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2014-01-01,90.4,9.7,35699.0,6705,15101.0,40676.0,560078.0,15.856,-19.0,84.83285577841451,377.0,24.613459189604807,1770.0,11.376472672513065,7.096774193548387,32.521881838074385,616.2,,15519.0,52.6,24.837001489326486,325.0,115.52,23.405797101449274,14.8,11.9,52.0,169.0,382.0,175.0,37647.0,43705.0,335.0,2701.0,2049.0,33.808553971486766,2306.0,14.9,1908.0,2704.0,12.3,52.92699999967589,17.5,25.700000000000006,432.0,21.1,327.0,537.0,16.0,645.0,23.9,67.0,499.0,791.0,18.5,26.2,29.3,AITKIN
2014-02-01,,9.2,,6696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2014-03-01,,9.4,,6794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2014-04-01,,7.7,,6737,,,,,,,,,,,,,,,,,,,,23.0503795721187,,,,,384.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2014-05-01,,6.0,,6846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2014-06-01,,5.8,,6967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2014-07-01,,5.7,,6812,,,,,,,,,,,,,,,,,,,,23.166552433173408,,,,,386.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2014-08-01,,5.2,,6802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2014-09-01,,4.7,,6755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2014-10-01,,4.2,,6701,,,,,,,,,,,,,,,,,,,,22.899728997289966,,,,,388.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2014-11-01,,5.6,,6750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2014-12-01,,6.9,,6696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2015-01-01,90.6,9.1,35701.0,6778,14950.0,43817.0,559399.0,15.862,-11.0,83.62783525027308,217.0,23.597638629357647,1674.0,11.619599673942574,5.837173579109062,31.94519804666305,480.8,,15452.0,53.1,25.10299782281025,270.4,119.07,22.98692360633173,15.5,12.4,48.0,178.0,376.0,122.0,40629.0,47005.0,287.0,2670.0,2046.0,34.972677595628426,2191.0,14.2,1822.0,2560.0,11.8,54.8209999999963,16.6,26.5,417.0,20.4,315.0,519.0,15.4,598.0,22.4,55.0,466.0,730.0,17.5,25.4,27.3,AITKIN
2015-02-01,,8.5,,6749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2015-03-01,,8.7,,6868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2015-04-01,,7.0,,6842,,,,,,,,,,,,,,,,,,,,22.3728813559322,,,,,378.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2015-05-01,,5.7,,6910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2015-06-01,,5.6,,7021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2015-07-01,,5.3,,6830,,,,,,,,,,,,,,,,,,,,22.474916387959873,,,,,365.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2015-08-01,,4.7,,6780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2015-09-01,,4.3,,6790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2015-10-01,,4.6,,6879,,,,,,,,,,,,,,,,,,,,23.39297548045063,,,,,368.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2015-11-01,,6.5,,6948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2015-12-01,,8.1,,7046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2016-01-01,91.3,9.2,37251.0,6993,14798.0,46617.0,580480.0,15.776,,83.1995858141341,274.0,17.82898589899536,,11.29547281007233,5.537974683544303,31.82930144060886,727.6,,15330.0,53.6,25.41061977121393,468.5,121.18,21.707478491065523,16.0,12.8,50.0,186.0,368.0,155.0,43701.0,49533.0,302.0,2573.0,1979.0,37.26448011165387,2010.0,13.1,1649.0,2371.0,10.7,,15.5,27.2,391.0,19.8,302.0,480.0,15.3,580.0,22.5,58.0,460.0,700.0,17.8,24.3,27.2,AITKIN
2016-02-01,,9.1,,7048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2016-03-01,,9.7,,7069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2016-04-01,,7.6,,7042,,,,,,,,,,,,,,,,,,,,21.91157347204161,,,,,369.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2016-05-01,,5.4,,7056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2016-06-01,,6.0,,7134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2016-07-01,,5.8,,7068,,,,,,,,,,,,,,,,,,,,21.86287192755498,,,,,376.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2016-08-01,,5.7,,7007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2016-09-01,,5.3,,6953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2016-10-01,,5.1,,7024,,,,,,,,,,,,,,,,,,,,21.879021879021877,,,,,377.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2016-11-01,,6.5,,7068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2016-12-01,,8.6,,7180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2017-01-01,,9.8,,7253,,,,15.829,,,281.0,,,,,,,,,,,,124.78,21.44686299615877,,,,,377.0,168.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2017-02-01,,9.2,,7237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2017-03-01,,8.9,,7251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2017-04-01,,7.0,,7124,,,,,,,,,,,,,,,,,,,,21.012171684817424,,,,,384.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2017-05-01,,5.0,,7161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2017-06-01,,4.8,,7233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2017-07-01,,4.5,,7167,,,,,,,,,,,,,,,,,,,,22.18607677293429,,,,,383.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2017-08-01,,4.3,,7123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2017-09-01,,3.8,,7087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2017-10-01,,3.3,,7066,,,,,,,,,,,,,,,,,,,,20.70338420703384,,,,,386.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2017-11-01,,6.1,,7261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2017-12-01,,7.8,,7377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2018-01-01,,9.3,,7445,,,,,,,,,,,,,,,,,,,,19.734219269102987,,,,,393.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2018-02-01,,8.6,,7442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2018-03-01,,8.3,,7406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2018-04-01,,6.9,,7391,,,,,,,,,,,,,,,,,,,,19.694960212201593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2018-05-01,,4.3,,7421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2018-06-01,,4.2,,7459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2018-07-01,,4.1,,7368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
2018-08-01,,3.5,,7194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AITKIN
