DATE,MNCOTT3URN,PCPI27033,MHIMN27033A052NCEN,MNCOTT3POP,PUA0T17MN27033A647NCEN,PEAAMN27033A647NCEN,RACEDISPARITY027033,B03002004E027033,PI27033,2020RATIO027033,B14005DCYACS027033,DP04ACS027033,MNCOTT3LFN,CDC20N2U027033,PUAAMN27033A647NCEN,B01002001E027033,B080ACS027033,CDC20N2UAA027033,ATNHPIUS27033A,EQFXSUBPRIME027033,HC01ESTVC1727033,S1701ACS027033,HC01ESTVC1627033,B03002003E027033,B03002006E027033,B03002012E027033,ENU2703320510,BPPRIV027033,MHICILBMN27033A052NCEN,MHICIUBMN27033A052NCEN,B03002005E027033,PUA5T17RMN27033A647NCEN,HOWNRATEACS027033,NETMIGNACS027033,S1101SPHOUSE027033,PPAAMN27033A156NCEN,PECILBAAMN27033A647NCEN,PECIUBAAMN27033A647NCEN,PPCILBAAMN27033A156NCEN,DMPCRATE027033,PPCIUBAAMN27033A156NCEN,FBITC027033,S1501ACSTOTAL027033,PE5T17MN27033A647NCEN,PP5T17MN27033A156NCEN,PECILB5T17MN27033A647NCEN,PECIUB5T17MN27033A647NCEN,PPCILB5T17MN27033A156NCEN,CBR27033MNA647NCEN,PEU18MN27033A647NCEN,PPU18MN27033A156NCEN,PECILBU18MN27033A647NCEN,PECIUBU18MN27033A647NCEN,PPCILBU18MN27033A156NCEN,PPCIUB5T17MN27033A156NCEN,PPCIUBU18MN27033A156NCEN,county
2009-12-01,6.0,,,,,,,,,,,,6462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2010-01-01,7.3,36717.0,44219.0,11.716,2781.0,1269.0,40.9140856098561,37.0,429556.0,12.119393724516929,2.44299674267101,26.058563303138822,5912,340.0,11490.0,43.6,15.640776699029127,267.0,134.85,21.01010101010101,15.7,,84.9,10547.0,245.0,624.0,341.0,5.0,40954.0,47484.0,68.0,2059.0,84.91837263539777,77.0,28.748068006182386,11.0,993.0,1545.0,8.6,36.939999938011205,13.4,38.0,24.1,275.0,13.4,205.0,345.0,10.0,979.0,432.0,15.5,327.0,537.0,11.7,16.8,19.3,COTTONWOOD
2010-02-01,6.7,,,,,,,,,,,,6179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2010-03-01,6.7,,,,,,,,,,,,6388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2010-04-01,5.6,,,,,,,,,,,,6408,,,,,,,21.04208416833667,,,,,,,338.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2010-05-01,5.3,,,,,,,,,,,,6458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2010-06-01,5.8,,,,,,,,,,,,6272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2010-07-01,6.5,,,,,,,,,,,,6198,,,,,,,21.54308617234469,,,,,,,343.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2010-08-01,6.1,,,,,,,,,,,,6005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2010-09-01,5.7,,,,,,,,,,,,6230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2010-10-01,9.6,,,,,,,,,,,,6256,,,,,,,22.634146341463413,,,,,,,347.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2010-11-01,6.8,,,,,,,,,,,,6180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2010-12-01,6.1,,,,,,,,,,,,6240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2011-01-01,6.6,41184.0,44504.0,11.713,2745.0,1347.0,42.229093873346216,61.0,483710.0,9.431677766187915,0.8695652173913043,25.949637217242852,6145,415.6,11485.0,43.6,15.195373250388807,309.6,132.3,21.22093023255814,17.1,,85.0,10479.0,259.0,676.0,340.0,6.0,40539.0,48469.0,43.0,2030.0,84.54127629485593,-76.0,33.35654596100279,11.7,1063.0,1631.0,9.2,39.522999999579,14.2,40.0,26.4,278.0,13.7,202.0,354.0,10.0,1159.0,457.0,16.6,348.0,566.0,12.6,17.4,20.6,COTTONWOOD
2011-02-01,6.3,,,,,,,,,,,,6196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2011-03-01,6.3,,,,,,,,,,,,6317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2011-04-01,5.3,,,,,,,,,,,,6251,,,,,,,20.8984375,,,,,,,346.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2011-05-01,5.4,,,,,,,,,,,,6333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2011-06-01,6.6,,,,,,,,,,,,6272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2011-07-01,7.4,,,,,,,,,,,,6182,,,,,,,20.662768031189078,,,,,,,346.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2011-08-01,6.7,,,,,,,,,,,,6018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2011-09-01,6.5,,,,,,,,,,,,5936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2011-10-01,6.4,,,,,,,,,,,,5916,,,,,,,20.436507936507933,,,,,,,349.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2011-11-01,5.3,,,,,,,,,,,,5964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2011-12-01,4.9,,,,,,,,,,,,6133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2012-01-01,5.8,44740.0,44449.0,11.575,2686.0,1363.0,36.85421903169123,63.0,520599.0,11.110653628409677,4.655493482309125,25.68690095846645,5937,312.7,11400.0,43.6,15.423151750972762,247.0,133.16,20.710059171597635,18.3,12.7,85.6,10398.0,271.0,728.0,353.0,9.0,41353.0,47545.0,26.0,1966.0,84.34214014314747,-9.0,24.883359253499226,12.0,1117.0,1609.0,9.8,26.387999999802602,14.2,55.0,27.7,289.0,14.7,221.0,357.0,11.3,1179.0,450.0,16.8,352.0,548.0,13.1,18.1,20.5,COTTONWOOD
2012-02-01,6.2,,,,,,,,,,,,5983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2012-03-01,6.3,,,,,,,,,,,,6064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2012-04-01,4.9,,,,,,,,,,,,6028,,,,,,,19.524281466798808,,,,,,,352.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2012-05-01,4.7,,,,,,,,,,,,6190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2012-06-01,6.2,,,,,,,,,,,,6111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2012-07-01,10.4,,,,,,,,,,,,6000,,,,,,,19.3158953722334,,,,,,,356.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2012-08-01,6.6,,,,,,,,,,,,5827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2012-09-01,6.3,,,,,,,,,,,,5775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2012-10-01,10.4,,,,,,,,,,,,5638,,,,,,,19.97971602434077,,,,,,,355.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2012-11-01,5.4,,,,,,,,,,,,5842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2012-12-01,5.0,,,,,,,,,,,,5964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2013-01-01,6.2,46930.0,45453.0,11.556,2658.0,1653.0,32.6911187597514,61.0,545232.0,11.784882169853267,3.7478705281090288,25.04302925989673,5847,429.6,11403.0,44.4,15.905875417567303,318.8,137.85,19.77687626774848,17.2,13.7,88.4,10327.0,402.0,551.0,353.0,8.0,41144.0,49762.0,42.0,1923.0,82.12334801762114,46.0,28.808208366219414,14.5,1379.0,1927.0,12.1,43.238999999593894,16.9,47.0,27.700000000000006,337.0,17.5,258.0,416.0,13.4,1155.0,505.0,19.0,402.0,608.0,15.1,21.6,22.9,COTTONWOOD
2013-02-01,5.7,,,,,,,,,,,,5757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2013-03-01,5.7,,,,,,,,,,,,5787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2013-04-01,5.0,,,,,,,,,,,,5740,,,,,,,19.23454367026497,,,,,,,355.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2013-05-01,4.7,,,,,,,,,,,,5823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2013-06-01,5.3,,,,,,,,,,,,5914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2013-07-01,10.7,,,,,,,,,,,,5711,,,,,,,21.173235563703024,,,,,,,360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2013-08-01,4.6,,,,,,,,,,,,5801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2013-09-01,4.1,,,,,,,,,,,,5688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2013-10-01,9.6,,,,,,,,,,,,5497,,,,,,,21.64383561643836,,,,,,,351.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2013-11-01,4.0,,,,,,,,,,,,5725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2013-12-01,4.2,,,,,,,,,,,,5777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2014-01-01,5.4,43418.0,48176.0,11.507,2718.0,1473.0,19.128254932578365,65.0,501735.0,11.892029539088364,6.70391061452514,24.56066059707813,5580,354.0,11426.0,43.8,16.072564612326044,276.9,134.22,19.982078853046595,17.0,16.2,88.6,10282.0,257.0,799.0,346.0,11.0,44190.0,52162.0,50.0,1938.0,78.95245627911062,408.0,27.445034116755124,12.9,1198.0,1748.0,10.5,36.048999999649794,15.3,45.0,27.6,344.0,17.8,268.0,420.0,13.9,1105.0,513.0,18.9,403.0,623.0,14.9,21.7,22.9,COTTONWOOD
2014-02-01,5.4,,,,,,,,,,,,5574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2014-03-01,5.2,,,,,,,,,,,,5607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2014-04-01,4.2,,,,,,,,,,,,5541,,,,,,,19.87410071942446,,,,,,,352.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2014-05-01,4.0,,,,,,,,,,,,5488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2014-06-01,8.3,,,,,,,,,,,,5447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2014-07-01,5.2,,,,,,,,,,,,5666,,,,,,,20.283436669619128,,,,,,,358.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2014-08-01,4.0,,,,,,,,,,,,5618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2014-09-01,4.4,,,,,,,,,,,,5549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2014-10-01,9.1,,,,,,,,,,,,5524,,,,,,,21.769911504424783,,,,,,,358.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2014-11-01,3.4,,,,,,,,,,,,5632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2014-12-01,4.1,,,,,,,,,,,,5733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2015-01-01,4.6,45215.0,49448.0,11.43,2724.0,1554.0,24.09704839271837,65.0,520157.0,11.866856711662614,6.191369606003753,23.290920854000436,5738,473.7,11343.0,42.8,17.267194157029824,359.6,147.6,19.746376811594203,18.5,16.8,89.4,10196.0,318.0,818.0,350.0,9.0,45184.0,53712.0,58.0,1947.0,78.69718309859155,477.0,25.163398692810453,13.7,1303.0,1805.0,11.5,41.142999999690794,15.9,24.0,29.0,337.0,17.3,264.0,410.0,13.6,1027.0,521.0,19.1,423.0,619.0,15.5,21.0,22.7,COTTONWOOD
2015-02-01,4.4,,,,,,,,,,,,5662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2015-03-01,4.4,,,,,,,,,,,,5903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2015-04-01,3.6,,,,,,,,,,,,5778,,,,,,,19.576719576719576,,,,,,,348.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2015-05-01,3.9,,,,,,,,,,,,5762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2015-06-01,5.1,,,,,,,,,,,,5914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2015-07-01,4.3,,,,,,,,,,,,5728,,,,,,,20.206362854686155,,,,,,,348.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2015-08-01,4.6,,,,,,,,,,,,5600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2015-09-01,5.2,,,,,,,,,,,,5750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2015-10-01,5.9,,,,,,,,,,,,5959,,,,,,,20.33014769765421,,,,,,,351.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2015-11-01,4.3,,,,,,,,,,,,5783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2015-12-01,6.5,,,,,,,,,,,,5878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2016-01-01,5.9,43205.0,47437.0,11.395999999999999,2717.0,1346.0,24.17708988268029,63.0,495567.0,13.033029310192154,5.313092979127135,22.36476373743853,5702,356.0,11259.0,43.2,16.821689683184402,244.5,149.77,18.664383561643838,19.9,16.0,89.9,10136.0,331.0,786.0,336.0,19.0,42738.0,52136.0,52.0,1902.0,78.6747094828351,,29.47103274559194,12.0,1097.0,1595.0,9.8,,14.2,17.0,29.5,289.0,15.2,214.0,364.0,11.3,,433.0,15.9,330.0,536.0,12.1,19.1,19.7,COTTONWOOD
2016-02-01,6.1,,,,,,,,,,,,5536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2016-03-01,5.9,,,,,,,,,,,,5654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2016-04-01,4.5,,,,,,,,,,,,5569,,,,,,,16.782006920415224,,,,,,,338.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2016-05-01,5.3,,,,,,,,,,,,5556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2016-06-01,7.7,,,,,,,,,,,,5712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2016-07-01,12.7,,,,,,,,,,,,5407,,,,,,,17.304347826086953,,,,,,,338.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2016-08-01,8.6,,,,,,,,,,,,5405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2016-09-01,8.8,,,,,,,,,,,,5369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2016-10-01,10.9,,,,,,,,,,,,5546,,,,,,,17.368873602751506,,,,,,,341.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2016-11-01,5.2,,,,,,,,,,,,5624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2016-12-01,5.2,,,,,,,,,,,,5596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2017-01-01,5.7,,,11.295,,,,,,,,,5641,,,,,,151.88,17.88756388415673,,,,,,,338.0,8.0,,,,,,,,,,,,,,44.0,,,,,,,,,,,,,,,COTTONWOOD
2017-02-01,5.1,,,,,,,,,,,,5496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2017-03-01,4.8,,,,,,,,,,,,5600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2017-04-01,4.1,,,,,,,,,,,,5632,,,,,,,16.265060240963855,,,,,,,341.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2017-05-01,3.6,,,,,,,,,,,,5817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2017-06-01,4.1,,,,,,,,,,,,5910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2017-07-01,4.9,,,,,,,,,,,,5756,,,,,,,16.93262411347518,,,,,,,347.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2017-08-01,11.4,,,,,,,,,,,,5635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2017-09-01,9.5,,,,,,,,,,,,5662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2017-10-01,3.8,,,,,,,,,,,,5558,,,,,,,18.805704099821746,,,,,,,350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2017-11-01,3.5,,,,,,,,,,,,5476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2017-12-01,3.8,,,,,,,,,,,,5455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2018-01-01,4.8,,,,,,,,,,,,5395,,,,,,,17.515638963360146,,,,,,,349.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2018-02-01,4.6,,,,,,,,,,,,5413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2018-03-01,4.3,,,,,,,,,,,,5463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2018-04-01,3.7,,,,,,,,,,,,5494,,,,,,,17.348754448398573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2018-05-01,2.7,,,,,,,,,,,,5585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2018-06-01,3.8,,,,,,,,,,,,5563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2018-07-01,5.5,,,,,,,,,,,,5508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
2018-08-01,6.1,,,,,,,,,,,,5237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COTTONWOOD
