DATE,MNDOUG1URN,MNDOUG1POP,B01002001E027041,B03002003E027041,BPPRIV027041,PCPI27041,PUAAMN27041A647NCEN,MHIMN27041A052NCEN,MHICILBMN27041A052NCEN,HC01ESTVC1727041,PUA5T17RMN27041A647NCEN,PEAAMN27041A647NCEN,RACEDISPARITY027041,CBR27041MNA647NCEN,NETMIGNACS055031,2020RATIO055031,WIDOUG1URN,MHIWI55031A052NCEN,WIDOUG1POP,PCPI55031,FBITC055031,RACEDISPARITY055031,HOWNRATEACS055031,WIDOUG1LFN,BPPRIV055031,B14005DCYACS055031,CBR55031WIA647NCEN,HC01ESTVC1755031,PI27041,2020RATIO027041,B14005DCYACS027041,DP04ACS027041,MNDOUG1LFN,CDC20N2U027041,USPTOISSUED027041,B080ACS027041,CDC20N2UAA027041,ATNHPIUS27041A,EQFXSUBPRIME027041,S1701ACS027041,HC01ESTVC1627041,B03002006E027041,B03002012E027041,ENU2704120510,MHICIUBMN27041A052NCEN,B03002005E027041,PUA0T17MN27041A647NCEN,HOWNRATEACS027041,NETMIGNACS027041,S1101SPHOUSE027041,PPAAMN27041A156NCEN,PECILBAAMN27041A647NCEN,PECIUBAAMN27041A647NCEN,PPCILBAAMN27041A156NCEN,DMPCRATE027041,PPCIUBAAMN27041A156NCEN,FBITC027041,S1501ACSTOTAL027041,PE5T17MN27041A647NCEN,PP5T17MN27041A156NCEN,PECILB5T17MN27041A647NCEN,PECIUB5T17MN27041A647NCEN,PPCILB5T17MN27041A156NCEN,PEU18MN27041A647NCEN,PPU18MN27041A156NCEN,B03002004E027041,PECILBU18MN27041A647NCEN,PECIUBU18MN27041A647NCEN,PPCILBU18MN27041A156NCEN,PPCIUB5T17MN27041A156NCEN,PPCIUBU18MN27041A156NCEN,PUAAWI55031A647NCEN,USPTOISSUED055031,B03002005E055031,PUA0T17WI55031A647NCEN,EQFXSUBPRIME055031,PUA5T17RWI55031A647NCEN,B03002003E055031,B03002006E055031,MHICILBWI55031A052NCEN,MHICIUBWI55031A052NCEN,DP04ACS055031,B01002001E055031,B03002012E055031,PI55031,CDC20N2U055031,PEAAWI55031A647NCEN,S1701ACS055031,PPAAWI55031A156NCEN,PECILBAAWI55031A647NCEN,PECIUBAAWI55031A647NCEN,PPCILBAAWI55031A156NCEN,DMPCRATE055031,S1101SPHOUSE055031,CDC20N2UAA055031,PPCIUBAAWI55031A156NCEN,ENU5503120510,B080ACS055031,ATNHPIUS55031A,B03002004E055031,HC01ESTVC1655031,S1501ACSTOTAL055031,SMU27000003132100001SA,MNWPMANRGSP,MNWPMANNGSP,MNWPMANQGSP,PE5T17WI55031A647NCEN,PP5T17WI55031A156NCEN,PECILB5T17WI55031A647NCEN,PECIUB5T17WI55031A647NCEN,PPCILB5T17WI55031A156NCEN,PPCIUB5T17WI55031A156NCEN,PEU18WI55031A647NCEN,PPU18WI55031A156NCEN,PECILBU18WI55031A647NCEN,PECIUBU18WI55031A647NCEN,PPCILBU18WI55031A156NCEN,PPCIUBU18WI55031A156NCEN,county
1991-01-01,7.8,29.193,,,175.0,15211.0,,,,,,,,,,,9.0,,42.132,15607.0,,,,19786,126.0,,,,444041.0,,,,13903,,,,,58.19,,,,,,874.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657566.0,,,,,,,,,,,,992.0,,60.71,,,,12.5,,,,,,,,,,,,,,,,DOUGLAS
1991-02-01,7.5,,,,,,,,,,,,,,,,10.0,,,,,,,19916,,,,,,,,,13992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.4,,,,,,,,,,,,,,,,DOUGLAS
1991-03-01,7.8,,,,,,,,,,,,,,,,9.6,,,,,,,19817,,,,,,,,,14298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5,,,,,,,,,,,,,,,,DOUGLAS
1991-04-01,6.3,,,,,,,,,,,,,,,,8.1,,,,,,,19766,,,,,,,,,14634,,,,,,,,,,,879.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,986.0,,,,,,12.8,,,,,,,,,,,,,,,,DOUGLAS
1991-05-01,4.9,,,,,,,,,,,,,,,,7.9,,,,,,,19965,,,,,,,,,14801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,DOUGLAS
1991-06-01,5.0,,,,,,,,,,,,,,,,7.6,,,,,,,20438,,,,,,,,,14999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3,,,,,,,,,,,,,,,,DOUGLAS
1991-07-01,4.3,,,,,,,,,,,,,,,,6.0,,,,,,,20500,,,,,,,,,14377,,,,,,,,,,,882.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992.0,,,,,,13.0,,,,,,,,,,,,,,,,DOUGLAS
1991-08-01,3.6,,,,,,,,,,,,,,,,5.5,,,,,,,20381,,,,,,,,,14534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.1,,,,,,,,,,,,,,,,DOUGLAS
1991-09-01,3.9,,,,,,,,,,,,,,,,4.9,,,,,,,20248,,,,,,,,,14750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.8,,,,,,,,,,,,,,,,DOUGLAS
1991-10-01,3.8,,,,,,,,,,,,,,,,4.9,,,,,,,19933,,,,,,,,,14505,,,,,,,,,,,887.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992.0,,,,,,12.6,,,,,,,,,,,,,,,,DOUGLAS
1991-11-01,4.8,,,,,,,,,,,,,,,,6.1,,,,,,,20141,,,,,,,,,14606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.6,,,,,,,,,,,,,,,,DOUGLAS
1991-12-01,5.9,,,,,,,,,,,,,,,,6.3,,,,,,,20081,,,,,,,,,14501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.7,,,,,,,,,,,,,,,,DOUGLAS
1992-01-01,7.5,29.539,,,209.0,16177.0,,,,,,,,,,,8.7,,42.56,16540.0,,,,20687,168.0,,,,477859.0,,,,14294,,,,,59.87,,,,,,885.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703934.0,,,,,,,,,,,,1005.0,,62.78,,,,12.7,,,,,,,,,,,,,,,,DOUGLAS
1992-02-01,7.7,,,,,,,,,,,,,,,,9.5,,,,,,,20768,,,,,,,,,14230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,DOUGLAS
1992-03-01,7.7,,,,,,,,,,,,,,,,9.4,,,,,,,20805,,,,,,,,,14346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,DOUGLAS
1992-04-01,6.3,,,,,,,,,,,,,,,,8.3,,,,,,,20777,,,,,,,,,14639,,,,,,,,,,,884.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1040.0,,,,,,13.1,,,,,,,,,,,,,,,,DOUGLAS
1992-05-01,5.2,,,,,,,,,,,,,,,,8.1,,,,,,,20926,,,,,,,,,14881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.1,,,,,,,,,,,,,,,,DOUGLAS
1992-06-01,5.4,,,,,,,,,,,,,,,,8.7,,,,,,,21564,,,,,,,,,15235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.9,,,,,,,,,,,,,,,,DOUGLAS
1992-07-01,4.7,,,,,,,,,,,,,,,,7.2,,,,,,,21614,,,,,,,,,14664,,,,,,,,,,,882.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1047.0,,,,,,13.0,,,,,,,,,,,,,,,,DOUGLAS
1992-08-01,4.6,,,,,,,,,,,,,,,,7.3,,,,,,,21065,,,,,,,,,14802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.1,,,,,,,,,,,,,,,,DOUGLAS
1992-09-01,4.9,,,,,,,,,,,,,,,,7.4,,,,,,,21108,,,,,,,,,14960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3,,,,,,,,,,,,,,,,DOUGLAS
1992-10-01,4.6,,,,,,,,,,,,,,,,5.9,,,,,,,20572,,,,,,,,,14566,,,,,,,,,,,879.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072.0,,,,,,13.4,,,,,,,,,,,,,,,,DOUGLAS
1992-11-01,5.7,,,,,,,,,,,,,,,,6.7,,,,,,,20606,,,,,,,,,14795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4,,,,,,,,,,,,,,,,DOUGLAS
1992-12-01,6.4,,,,,,,,,,,,,,,,6.3,,,,,,,20508,,,,,,,,,14447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4,,,,,,,,,,,,,,,,DOUGLAS
1993-01-01,8.3,30.05,,,186.0,16674.0,,27977.0,25773.0,,,3414.0,,1649.0,,,8.2,26170.0,42.871,16969.0,,,,20899,165.0,,4187.0,,501039.0,,,,14894,,,,,61.74,,,,,,897.0,30169.0,,,,,,11.4,2709.0,4119.0,9.0,,13.7,,,787.0,12.4,595.0,979.0,9.4,1184.0,14.1,,922.0,1446.0,11.0,15.5,17.2,,,,,,,,,23910.0,28418.0,,,,727496.0,,6209.0,,14.6,4910.0,7509.0,11.5,,,,17.6,1045.0,,66.96,,,,13.6,,,,1673.0,20.0,1262.0,2084.0,15.1,24.9,2443.0,21.5,1899.0,2987.0,16.7,26.3,DOUGLAS
1993-02-01,8.2,,,,,,,,,,,,,,,,9.0,,,,,,,20943,,,,,,,,,14882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.7,,,,,,,,,,,,,,,,DOUGLAS
1993-03-01,8.1,,,,,,,,,,,,,,,,9.3,,,,,,,21073,,,,,,,,,15130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.7,,,,,,,,,,,,,,,,DOUGLAS
1993-04-01,6.9,,,,,,,,,,,,,,,,7.8,,,,,,,20942,,,,,,,,,15064,,,,,,,,,,,897.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1037.0,,,,,,13.6,,,,,,,,,,,,,,,,DOUGLAS
1993-05-01,5.2,,,,,,,,,,,,,,,,6.8,,,,,,,20962,,,,,,,,,15278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4,,,,,,,,,,,,,,,,DOUGLAS
1993-06-01,5.7,,,,,,,,,,,,,,,,7.3,,,,,,,21535,,,,,,,,,15749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5,,,,,,,,,,,,,,,,DOUGLAS
1993-07-01,4.6,,,,,,,,,,,,,,,,6.1,,,,,,,21647,,,,,,,,,15075,,,,,,,,,,,891.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1045.0,,,,,,13.7,,,,,,,,,,,,,,,,DOUGLAS
1993-08-01,4.2,,,,,,,,,,,,,,,,6.3,,,,,,,21547,,,,,,,,,15271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.7,,,,,,,,,,,,,,,,DOUGLAS
1993-09-01,4.1,,,,,,,,,,,,,,,,6.6,,,,,,,21249,,,,,,,,,15337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.9,,,,,,,,,,,,,,,,DOUGLAS
1993-10-01,4.1,,,,,,,,,,,,,,,,6.2,,,,,,,21291,,,,,,,,,15313,,,,,,,,,,,907.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1049.0,,,,,,14.0,,,,,,,,,,,,,,,,DOUGLAS
1993-11-01,4.6,,,,,,,,,,,,,,,,6.8,,,,,,,21318,,,,,,,,,15375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.9,,,,,,,,,,,,,,,,DOUGLAS
1993-12-01,5.2,,,,,,,,,,,,,,,,7.7,,,,,,,21445,,,,,,,,,15134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,DOUGLAS
1994-01-01,7.1,30.416999999999998,,,256.0,17891.0,,,,,,,,,,,9.2,,42.854,17641.0,,,,21671,195.0,,,,544199.0,,,,15207,,1.0,,,67.02,,,,,,913.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,756005.0,,,,,,,,,,,,1052.0,,70.22,,,,14.3,,,,,,,,,,,,,,,,DOUGLAS
1994-02-01,6.4,,,,,,,,,,,,,,,,9.9,,,,,,,21857,,,,,,,,,15163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.2,,,,,,,,,,,,,,,,DOUGLAS
1994-03-01,6.2,,,,,,,,,,,,,,,,10.1,,,,,,,21803,,,,,,,,,15367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.9,,,,,,,,,,,,,,,,DOUGLAS
1994-04-01,4.4,,,,,,,,,,,,,,,,8.4,,,,,,,21804,,,,,,,,,15366,,,,,,,,,,,920.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1060.0,,,,,,14.4,,,,,,,,,,,,,,,,DOUGLAS
1994-05-01,3.2,,,,,,,,,,,,,,,,6.6,,,,,,,21601,,,,,,,,,15800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5,,,,,,,,,,,,,,,,DOUGLAS
1994-06-01,3.3,,,,,,,,,,,,,,,,7.6,,,,,,,21993,,,,,,,,,16308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8,,,,,,,,,,,,,,,,DOUGLAS
1994-07-01,3.1,,,,,,,,,,,,,,,,6.2,,,,,,,22010,,,,,,,,,16081,,,,,,,,,,,905.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1074.0,,,,,,14.8,,,,,,,,,,,,,,,,DOUGLAS
1994-08-01,2.8,,,,,,,,,,,,,,,,6.2,,,,,,,21794,,,,,,,,,15926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.9,,,,,,,,,,,,,,,,DOUGLAS
1994-09-01,3.1,,,,,,,,,,,,,,,,5.8,,,,,,,21329,,,,,,,,,16049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8,,,,,,,,,,,,,,,,DOUGLAS
1994-10-01,3.0,,,,,,,,,,,,,,,,5.7,,,,,,,21556,,,,,,,,,15681,,,,,,,,,,,923.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1088.0,,,,,,15.0,,,,,,,,,,,,,,,,DOUGLAS
1994-11-01,3.4,,,,,,,,,,,,,,,,5.8,,,,,,,21453,,,,,,,,,15868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.1,,,,,,,,,,,,,,,,DOUGLAS
1994-12-01,4.6,,,,,,,,,,,,,,,,5.8,,,,,,,21517,,,,,,,,,15605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.2,,,,,,,,,,,,,,,,DOUGLAS
1995-01-01,6.1,30.831,,,243.0,18558.0,,31388.0,28471.0,,,2843.0,,1293.0,,,7.3,29720.0,42.84,18354.0,,,,21848,167.0,,3635.0,,572175.0,,,,15652,,,,,71.83,,,,,,919.0,34289.0,,,,,,9.3,2251.0,3435.0,7.4,,11.3,,,609.0,9.6,469.0,749.0,7.4,937.0,11.1,,728.0,1145.0,8.7,11.8,13.6,,,,,,,,,26685.0,32739.0,,,,786293.0,,5274.0,,12.4,4196.0,6352.0,9.9,,,,14.9,1093.0,,73.76,,,,15.3,,,,1570.0,18.9,1206.0,1934.0,14.5,23.2,2235.0,20.0,1742.0,2727.0,15.6,24.5,DOUGLAS
1995-02-01,5.6,,,,,,,,,,,,,,,,7.9,,,,,,,22056,,,,,,,,,15522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.1,,,,,,,,,,,,,,,,DOUGLAS
1995-03-01,6.0,,,,,,,,,,,,,,,,7.7,,,,,,,21923,,,,,,,,,15720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.2,,,,,,,,,,,,,,,,DOUGLAS
1995-04-01,5.0,,,,,,,,,,,,,,,,6.9,,,,,,,21832,,,,,,,,,15922,,,,,,,,,,,928.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1085.0,,,,,,15.0,,,,,,,,,,,,,,,,DOUGLAS
1995-05-01,3.8,,,,,,,,,,,,,,,,5.6,,,,,,,21841,,,,,,,,,16197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.1,,,,,,,,,,,,,,,,DOUGLAS
1995-06-01,3.9,,,,,,,,,,,,,,,,5.9,,,,,,,22392,,,,,,,,,16833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.9,,,,,,,,,,,,,,,,DOUGLAS
1995-07-01,3.7,,,,,,,,,,,,,,,,5.3,,,,,,,22761,,,,,,,,,15957,,,,,,,,,,,909.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1087.0,,,,,,14.9,,,,,,,,,,,,,,,,DOUGLAS
1995-08-01,3.4,,,,,,,,,,,,,,,,4.8,,,,,,,22227,,,,,,,,,16072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8,,,,,,,,,,,,,,,,DOUGLAS
1995-09-01,3.6,,,,,,,,,,,,,,,,4.7,,,,,,,22227,,,,,,,,,16159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.9,,,,,,,,,,,,,,,,DOUGLAS
1995-10-01,3.1,,,,,,,,,,,,,,,,4.4,,,,,,,22410,,,,,,,,,16224,,,,,,,,,,,931.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1107.0,,,,,,14.9,,,,,,,,,,,,,,,,DOUGLAS
1995-11-01,3.7,,,,,,,,,,,,,,,,5.0,,,,,,,22470,,,,,,,,,16067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,DOUGLAS
1995-12-01,5.0,,,,,,,,,,,,,,,,5.4,,,,,,,22402,,,,,,,,,15903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,DOUGLAS
1996-01-01,6.1,31.305,,,279.0,20129.0,,,,,,,,,,,6.5,,42.967,19031.0,,,,22389,182.0,,,,630137.0,,,,16016,,,,,74.91,,,,,,933.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,817699.0,,,,,,,,,,,,1117.0,,77.46,,,,15.2,,,,,,,,,,,,,,,,DOUGLAS
1996-02-01,5.6,,,,,,,,,,,,,,,,7.1,,,,,,,22684,,,,,,,,,15961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5,,,,,,,,,,,,,,,,DOUGLAS
1996-03-01,6.2,,,,,,,,,,,,,,,,6.9,,,,,,,22593,,,,,,,,,16293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.9,,,,,,,,,,,,,,,,DOUGLAS
1996-04-01,5.6,,,,,,,,,,,,,,,,6.3,,,,,,,22636,,,,,,,,,16582,,,,,,,,,,,951.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1131.0,,,,,,15.1,,,,,,,,,,,,,,,,DOUGLAS
1996-05-01,4.7,,,,,,,,,,,,,,,,5.7,,,,,,,22761,,,,,,,,,17026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.1,,,,,,,,,,,,,,,,DOUGLAS
1996-06-01,4.1,,,,,,,,,,,,,,,,5.7,,,,,,,23215,,,,,,,,,17315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.4,,,,,,,,,,,,,,,,DOUGLAS
1996-07-01,3.6,,,,,,,,,,,,,,,,5.1,,,,,,,23269,,,,,,,,,16753,,,,,,,,,,,981.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1114.0,,,,,,15.4,,,,,,,,,,,,,,,,DOUGLAS
