DATE,MNGRAN1URN,SMU27000008081300001,MNGRAN1POP,PUA0T17MN27051A647NCEN,RACEDISPARITY027051,SMU27334608081300001SA,PI27051,2020RATIO027051,B14005DCYACS027051,DP04ACS027051,MNGRAN1LFN,CDC20N2U027051,USPTOISSUED027051,PCPI27051,PUAAMN27051A647NCEN,B01002001E027051,B080ACS027051,CDC20N2UAA027051,EQFXSUBPRIME027051,MHIMN27051A052NCEN,HC01ESTVC1727051,S1701ACS027051,HC01ESTVC1627051,ENU2705120510,BPPRIV027051,MHICILBMN27051A052NCEN,MHICIUBMN27051A052NCEN,PUA5T17RMN27051A647NCEN,HOWNRATEACS027051,NETMIGNACS027051,B03002012E027051,S1101SPHOUSE027051,PEAAMN27051A647NCEN,PPAAMN27051A156NCEN,PECILBAAMN27051A647NCEN,PECIUBAAMN27051A647NCEN,PPCILBAAMN27051A156NCEN,DMPCRATE027051,PPCIUBAAMN27051A156NCEN,FBITC027051,S1501ACSTOTAL027051,B03002003E027051,B03002006E027051,B03002005E027051,PE5T17MN27051A647NCEN,PP5T17MN27051A156NCEN,PECILB5T17MN27051A647NCEN,PECIUB5T17MN27051A647NCEN,PPCILB5T17MN27051A156NCEN,CBR27051MNA647NCEN,PEU18MN27051A647NCEN,PPU18MN27051A156NCEN,B03002004E027051,PECILBU18MN27051A647NCEN,PECIUBU18MN27051A647NCEN,PPCILBU18MN27051A156NCEN,PPCIUB5T17MN27051A156NCEN,PPCIUBU18MN27051A156NCEN,county
1991-01-01,9.7,53.6,6.256,,,31.3,97606.0,,,,2901,,,15602.0,,,,,,,,,,200.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1991-02-01,9.0,53.6,,,,31.1,,,,,2852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1991-03-01,9.8,54.2,,,,31.0,,,,,2882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1991-04-01,7.5,54.0,,,,30.9,,,,,2892,,,,,,,,,,,,,201.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1991-05-01,4.6,54.2,,,,30.7,,,,,2872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1991-06-01,4.3,55.5,,,,31.1,,,,,2949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1991-07-01,4.5,55.0,,,,30.3,,,,,2807,,,,,,,,,,,,,201.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1991-08-01,4.5,54.9,,,,30.2,,,,,2796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1991-09-01,4.9,54.4,,,,30.1,,,,,2772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1991-10-01,3.7,54.5,,,,30.4,,,,,2794,,,,,,,,,,,,,199.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1991-11-01,7.3,54.3,,,,30.0,,,,,2812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1991-12-01,7.9,55.2,,,,30.5,,,,,2764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1992-01-01,9.6,54.3,6.197,,,30.4,109752.0,,,,2757,,,17711.0,,,,,,,,,,198.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1992-02-01,9.3,54.4,,,,30.1,,,,,2731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1992-03-01,9.9,55.0,,,,30.3,,,,,2730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1992-04-01,7.6,55.0,,,,30.2,,,,,2844,,,,,,,,,,,,,198.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1992-05-01,5.5,55.3,,,,30.5,,,,,2871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1992-06-01,5.6,56.3,,,,30.4,,,,,2957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1992-07-01,5.3,56.1,,,,30.8,,,,,2791,,,,,,,,,,,,,199.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1992-08-01,4.7,56.1,,,,30.9,,,,,2760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1992-09-01,5.2,56.1,,,,31.0,,,,,2793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1992-10-01,4.0,56.3,,,,30.8,,,,,2835,,,,,,,,,,,,,197.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1992-11-01,5.8,56.4,,,,31.1,,,,,2878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1992-12-01,7.2,56.9,,,,29.7,,,,,2790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1993-01-01,9.1,56.2,6.17,,,31.2,96165.0,,,,2957,,,15586.0,,,,,,25204.0,,,,204.0,3.0,22794.0,27600.0,,,,,,822.0,13.4,648.0,995.0,10.6,,16.3,,,,,,184.0,14.8,138.0,230.0,11.1,475.0,260.0,16.1,,201.0,319.0,12.4,18.5,19.7,GRANT
1993-02-01,9.5,56.5,,,,31.3,,,,,2937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1993-03-01,9.8,56.9,,,,30.9,,,,,2981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1993-04-01,7.1,57.5,,,,31.8,,,,,2992,,,,,,,,,,,,,198.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1993-05-01,4.6,57.5,,,,31.7,,,,,3039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1993-06-01,5.6,58.5,,,,31.8,,,,,3131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1993-07-01,4.8,57.9,,,,31.6,,,,,2923,,,,,,,,,,,,,197.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1993-08-01,4.6,57.5,,,,31.4,,,,,2875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1993-09-01,4.5,57.5,,,,31.4,,,,,3032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1993-10-01,3.8,57.6,,,,31.8,,,,,3092,,,,,,,,,,,,,198.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1993-11-01,4.6,57.4,,,,31.7,,,,,3048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1993-12-01,5.6,57.9,,,,31.7,,,,,3017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1994-01-01,8.6,56.7,6.252999999999999,,,31.5,107782.0,,,,3003,,,17237.0,,,,,,,,,,204.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1994-02-01,7.8,56.9,,,,31.5,,,,,2986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1994-03-01,8.1,57.4,,,,31.3,,,,,2997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1994-04-01,5.8,57.2,,,,31.2,,,,,2939,,,,,,,,,,,,,203.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1994-05-01,3.6,57.6,,,,31.4,,,,,3045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1994-06-01,3.6,58.4,,,,31.4,,,,,3059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1994-07-01,3.5,58.1,,,,31.4,,,,,2900,,,,,,,,,,,,,199.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1994-08-01,3.4,58.1,,,,31.6,,,,,2950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1994-09-01,3.4,58.4,,,,32.0,,,,,3049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1994-10-01,2.6,57.9,,,,31.6,,,,,3113,,,,,,,,,,,,,202.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1994-11-01,3.5,57.8,,,,31.8,,,,,3157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1994-12-01,5.2,57.9,,,,31.1,,,,,3064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1995-01-01,7.8,56.7,6.306,,,31.5,113093.0,,,,2988,,,17934.0,,,,,,28194.0,,,,194.0,5.0,25110.0,31262.0,,,,,,743.0,12.2,587.0,898.0,9.6,,14.8,,,,,,163.0,13.4,125.0,201.0,10.3,472.0,236.0,14.8,,182.0,289.0,11.5,16.4,18.2,GRANT
1995-02-01,7.5,57.1,,,,31.7,,,,,2944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1995-03-01,7.4,57.8,,,,31.7,,,,,3054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1995-04-01,5.7,57.7,,,,31.7,,,,,3175,,,,,,,,,,,,,196.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1995-05-01,3.9,58.0,,,,31.8,,,,,3099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1995-06-01,3.2,58.9,,,,32.0,,,,,3101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1995-07-01,3.0,58.3,,,,31.6,,,,,2998,,,,,,,,,,,,,193.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1995-08-01,2.8,58.2,,,,31.8,,,,,2889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1995-09-01,3.4,58.4,,,,31.9,,,,,2993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1995-10-01,3.2,57.9,,,,31.8,,,,,2964,,,,,,,,,,,,,197.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1995-11-01,4.3,57.8,,,,31.7,,,,,2974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1995-12-01,6.4,58.4,,,,32.0,,,,,2968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1996-01-01,9.7,57.2,6.301,,,32.0,140069.0,,,,2954,,,22230.0,,,,,,,,,,197.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1996-02-01,7.7,57.5,,,,32.1,,,,,3066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1996-03-01,8.4,58.4,,,,32.4,,,,,3180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1996-04-01,6.9,58.1,,,,32.4,,,,,3204,,,,,,,,,,,,,199.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1996-05-01,4.8,58.3,,,,32.4,,,,,3187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1996-06-01,4.3,59.2,,,,32.4,,,,,3162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1996-07-01,4.4,59.3,,,,32.9,,,,,3017,,,,,,,,,,,,,197.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1996-08-01,4.0,58.7,,,,32.7,,,,,3037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1996-09-01,4.3,58.8,,,,33.0,,,,,2953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1996-10-01,3.2,58.2,,,,32.7,,,,,2992,,,,,,,,,,,,,201.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1996-11-01,4.7,58.3,,,,32.8,,,,,2997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1996-12-01,6.6,59.2,,,,33.2,,,,,2933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1997-01-01,9.2,57.9,6.31,,,32.8,130614.0,,,,2881,,,20700.0,,,,,,30909.0,,,,197.0,12.0,27790.0,34011.0,,,,,,722.0,12.0,557.0,888.0,9.3,,14.8,,,,,,195.0,16.2,138.0,252.0,11.5,331.0,278.0,17.5,,206.0,350.0,12.9,21.0,22.1,GRANT
1997-02-01,7.1,58.3,,,,32.9,,,,,2843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1997-03-01,7.4,59.1,,,,33.5,,,,,2848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1997-04-01,7.0,59.0,,,,33.1,,,,,2971,,,,,,,,,,,,,203.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1997-05-01,3.6,59.1,,,,33.1,,,,,2943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1997-06-01,4.0,59.4,,,,32.9,,,,,2973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1997-07-01,3.7,59.3,,,,33.2,,,,,2947,,,,,,,,,,,,,206.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1997-08-01,3.1,59.4,,,,33.3,,,,,2972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1997-09-01,3.3,59.5,,,,33.5,,,,,2957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1997-10-01,3.2,59.8,,,,33.7,,,,,2911,,,,,,,,,,,,,208.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1997-11-01,4.4,59.8,,,,33.8,,,,,3002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1997-12-01,5.7,60.0,,,,33.4,,,,,3002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1998-01-01,8.8,59.4,6.284,1567.0,,34.0,140385.0,,,,2890,,,22340.0,6026.0,,,,,32010.0,,,,204.0,5.0,28931.0,35071.0,1207.0,,,,,798.0,13.2,616.0,980.0,10.2,,16.3,,,,,,199.0,16.5,131.0,267.0,10.9,313.0,277.0,17.7,,198.0,357.0,12.6,22.1,22.8,GRANT
1998-02-01,8.1,59.9,,,,34.3,,,,,2934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1998-03-01,8.9,60.3,,,,34.2,,,,,2901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1998-04-01,5.4,60.5,,,,34.4,,,,,2847,,,,,,,,,,,,,206.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1998-05-01,3.5,60.7,,,,34.6,,,,,2857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1998-06-01,3.6,61.2,,,,34.7,,,,,2879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1998-07-01,3.0,61.0,,,,34.9,,,,,2754,,,,,,,,,,,,,206.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1998-08-01,2.4,61.1,,,,35.0,,,,,2653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1998-09-01,2.7,61.0,,,,34.9,,,,,2728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1998-10-01,2.7,61.2,,,,35.0,,,,,2759,,,,,,,,,,,,,206.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1998-11-01,4.5,61.0,,,,34.8,,,,,2820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1998-12-01,5.2,61.7,,,,35.1,,,,,2834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1999-01-01,9.1,60.7,6.307,1500.0,,35.3,148513.0,,,,2783,617.6,,23547.0,6180.0,,,472.2,21.35611318739989,33601.0,,,,199.0,12.0,31473.0,35873.0,1170.0,,,,,572.0,9.3,429.0,715.0,6.9,,11.6,,,,,,129.0,11.0,80.0,178.0,6.9,251.0,172.0,11.4,,115.0,229.0,7.7,15.2,15.2,GRANT
1999-02-01,7.9,60.8,,,,35.2,,,,,2845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1999-03-01,7.4,61.3,,,,35.3,,,,,2855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1999-04-01,5.0,61.8,,,,35.6,,,,,2811,,,,,,,,21.0752688172043,,,,,205.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1999-05-01,4.0,62.1,,,,35.9,,,,,2888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1999-06-01,5.1,62.8,,,,35.9,,,,,2960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1999-07-01,4.1,63.1,,,,36.2,,,,,2994,,,,,,,,20.397208803005906,,,,,205.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1999-08-01,3.5,63.2,,,,36.0,,,,,2957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1999-09-01,3.6,63.1,,,,36.1,,,,,2890,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1999-10-01,3.2,63.7,,,,36.4,,,,,2761,,,,,,,,20.65217391304348,,,,,206.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1999-11-01,4.7,63.9,,,,36.5,,,,,2730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
1999-12-01,7.1,64.7,,,,36.5,,,,,2854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
2000-01-01,8.3,63.5,6.261,1415.0,,36.6,161846.0,,,,3331,291.3,,25833.0,6144.0,,,220.5,20.795454545454547,35938.0,,,,207.0,11.0,33305.0,38779.0,1104.0,,,,,541.0,8.8,417.0,666.0,6.8,,10.8,,,,,,104.0,9.4,70.0,138.0,6.3,210.0,163.0,11.5,,118.0,208.0,8.4,12.5,14.7,GRANT
2000-02-01,7.9,64.0,,,,36.8,,,,,3361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
2000-03-01,7.2,64.7,,,,36.9,,,,,3331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
2000-04-01,4.5,64.6,,,,37.1,,,,,3334,,,,,,,,19.90104452996152,,,,,211.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
2000-05-01,3.5,64.3,,,,36.6,,,,,3351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
2000-06-01,3.4,65.1,,,,37.0,,,,,3252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
