DATE,MNPIPE7URN,MNPIPE7POP,S1101SPHOUSE027117,RACEDISPARITY027117,CBR27117MNA647NCEN,PI27117,2020RATIO027117,B14005DCYACS027117,DP04ACS027117,MNPIPE7LFN,CDC20N2U027117,USPTOISSUED027117,PCPI27117,PUAAMN27117A647NCEN,B01002001E027117,B080ACS027117,CDC20N2UAA027117,ATNHPIUS27117A,EQFXSUBPRIME027117,MHIMN27117A052NCEN,HC01ESTVC1727117,S1701ACS027117,HC01ESTVC1627117,B03002003E027117,B03002006E027117,B03002012E027117,ENU2711720510,BPPRIV027117,MHICILBMN27117A052NCEN,MHICIUBMN27117A052NCEN,B03002005E027117,PUA0T17MN27117A647NCEN,PUA5T17RMN27117A647NCEN,HOWNRATEACS027117,NETMIGNACS027117,PEAAMN27117A647NCEN,PPAAMN27117A156NCEN,PECILBAAMN27117A647NCEN,PECIUBAAMN27117A647NCEN,PPCILBAAMN27117A156NCEN,DMPCRATE027117,PPCIUBAAMN27117A156NCEN,FBITC027117,S1501ACSTOTAL027117,PE5T17MN27117A647NCEN,PP5T17MN27117A156NCEN,PECILB5T17MN27117A647NCEN,PECIUB5T17MN27117A647NCEN,PPCILB5T17MN27117A156NCEN,PEU18MN27117A647NCEN,PPU18MN27117A156NCEN,B03002004E027117,PECILBU18MN27117A647NCEN,PECIUBU18MN27117A647NCEN,PPCILBU18MN27117A156NCEN,PPCIUB5T17MN27117A156NCEN,PPCIUBU18MN27117A156NCEN,county
2009-12-01,6.3,,,,,,,,,5308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2010-01-01,8.8,9.605,24.369747899159666,27.3743842364532,904.0,397096.0,11.593425119415565,5.842696629213482,23.535620052770447,4957,342.1,,41394.0,9368.0,42.8,16.216721158337222,281.1,130.25,23.206278026905828,44880.0,15.4,,85.7,8932.0,80.0,274.0,316.0,10.0,41534.0,48226.0,84.0,2332.0,1687.0,79.4560669456067,-217.0,986.0,10.5,783.0,1189.0,8.3,37.7799999713898,12.7,117.0,26.0,234.0,13.9,174.0,294.0,10.3,370.0,15.9,46.0,280.0,460.0,12.1,17.5,19.7,PIPESTONE
2010-02-01,8.4,,,,,,,,,5131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2010-03-01,8.4,,,,,,,,,5241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2010-04-01,7.0,,,,,,,,,5396,,,,,,,,,22.95632698768197,,,,,,,,314.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2010-05-01,6.1,,,,,,,,,5377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2010-06-01,6.1,,,,,,,,,5191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2010-07-01,5.8,,,,,,,,,5263,,,,,,,,,23.937360178970923,,,,,,,,313.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2010-08-01,5.7,,,,,,,,,5104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2010-09-01,5.7,,,,,,,,,4983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2010-10-01,5.4,,,,,,,,,4997,,,,,,,,,24.04063205417607,,,,,,,,315.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2010-11-01,5.5,,,,,,,,,5101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2010-12-01,6.1,,,,,,,,,5030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2011-01-01,9.2,9.527999999999999,24.70156106519743,24.052653361253697,967.0,430017.0,11.09945983023236,6.866952789699571,22.50065945660776,4966,237.4,,45137.0,9290.0,43.1,16.879391100702573,217.9,128.0,21.86421173762946,43726.0,16.7,,85.7,8895.0,88.0,309.0,318.0,10.0,40067.0,47385.0,84.0,2316.0,1672.0,77.55757900374934,-211.0,1179.0,12.7,950.0,1408.0,10.2,47.170999999623696,15.2,65.0,26.700000000000006,271.0,16.2,202.0,340.0,12.1,413.0,17.8,58.0,317.0,509.0,13.6,20.3,22.0,PIPESTONE
2011-02-01,8.9,,,,,,,,,5011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2011-03-01,8.7,,,,,,,,,5089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2011-04-01,7.0,,,,,,,,,5064,,,,,,,,,21.836506159014558,,,,,,,,320.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2011-05-01,5.9,,,,,,,,,5193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2011-06-01,6.4,,,,,,,,,5148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2011-07-01,6.3,,,,,,,,,5206,,,,,,,,,22.10884353741497,,,,,,,,325.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2011-08-01,5.7,,,,,,,,,5063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2011-09-01,5.4,,,,,,,,,4876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2011-10-01,4.8,,,,,,,,,4884,,,,,,,,,22.83464566929134,,,,,,,,323.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2011-11-01,4.5,,,,,,,,,4903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2011-12-01,5.1,,,,,,,,,4963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2012-01-01,6.7,9.397,29.396092362344586,27.6323630265876,975.0,451626.0,10.592488650433348,6.7193675889328075,21.909066737569795,4833,384.8,,48148.0,9138.0,42.6,17.13490959666203,298.8,134.23,21.942857142857147,47143.0,16.5,10.1,85.3,8816.0,32.0,353.0,319.0,13.0,43619.0,50667.0,133.0,2260.0,1657.0,76.61402943388119,-265.0,1026.0,11.2,831.0,1221.0,9.1,32.996999999973895,13.3,66.0,26.5,220.0,13.3,167.0,273.0,10.1,344.0,15.2,49.0,268.0,420.0,11.8,16.5,18.6,PIPESTONE
2012-02-01,7.1,,,,,,,,,4797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2012-03-01,6.6,,,,,,,,,4939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2012-04-01,4.7,,,,,,,,,4946,,,,,,,,,21.138211382113823,,,,,,,,321.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2012-05-01,4.2,,,,,,,,,5032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2012-06-01,4.9,,,,,,,,,5072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2012-07-01,4.7,,,,,,,,,5167,,,,,,,,,21.92881745120551,,,,,,,,326.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2012-08-01,4.5,,,,,,,,,4993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2012-09-01,4.0,,,,,,,,,4806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2012-10-01,4.0,,,,,,,,,4773,,,,,,,,,22.78481012658228,,,,,,,,322.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2012-11-01,3.7,,,,,,,,,4763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2012-12-01,4.6,,,,,,,,,4747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2013-01-01,6.7,9.3,29.547553093259467,20.777092133514934,1034.0,474050.0,11.435959317359073,7.272727272727272,21.665788086452288,4702,389.2,,51039.0,9050.0,42.7,17.08956969130028,313.3,137.35,21.238938053097343,47613.0,16.8,10.7,85.3,8709.0,97.0,382.0,311.0,10.0,44824.0,50402.0,112.0,2215.0,1628.0,75.57260155574762,-140.0,1126.0,12.4,908.0,1344.0,10.0,48.531999999657295,14.8,89.0,26.700000000000006,258.0,15.8,196.0,320.0,12.0,382.0,17.2,20.0,301.0,463.0,13.5,19.6,20.9,PIPESTONE
2013-02-01,6.5,,,,,,,,,4613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2013-03-01,6.2,,,,,,,,,4610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2013-04-01,5.2,,,,,,,,,4646,,,,,,,,,20.89715536105033,,,,,,,,312.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2013-05-01,3.9,,,,,,,,,4726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2013-06-01,4.3,,,,,,,,,4804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2013-07-01,4.0,,,,,,,,,4770,,,,,,,,,21.95629552549428,,,,,,,,313.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2013-08-01,3.8,,,,,,,,,4781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2013-09-01,3.5,,,,,,,,,4697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2013-10-01,3.4,,,,,,,,,4626,,,,,,,,,22.0164609053498,,,,,,,,309.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2013-11-01,3.4,,,,,,,,,4659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2013-12-01,4.5,,,,,,,,,4626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2014-01-01,6.2,9.312999999999999,31.578947368421048,34.06744000623282,902.0,490265.0,11.918702054492547,7.083333333333332,23.649521840268804,4654,352.2,,52756.0,9066.0,42.2,17.528588098016336,280.5,134.68,21.743589743589745,47164.0,18.0,11.7,85.5,8614.0,94.0,408.0,306.0,10.0,43630.0,50698.0,94.0,2244.0,1645.0,77.13199348180336,51.0,1110.0,12.2,885.0,1335.0,9.7,40.059999999590204,14.7,71.0,27.6,274.0,16.7,208.0,340.0,12.7,407.0,18.1,97.0,314.0,500.0,14.0,20.7,22.2,PIPESTONE
2014-02-01,6.1,,,,,,,,,4596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2014-03-01,5.8,,,,,,,,,4682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2014-04-01,4.0,,,,,,,,,4659,,,,,,,,,19.980879541108987,,,,,,,,309.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2014-05-01,3.1,,,,,,,,,4720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2014-06-01,3.4,,,,,,,,,4800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2014-07-01,3.2,,,,,,,,,4874,,,,,,,,,20.245979186376537,,,,,,,,310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2014-08-01,2.9,,,,,,,,,4856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2014-09-01,2.6,,,,,,,,,4836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2014-10-01,2.2,,,,,,,,,4931,,,,,,,,,19.27480916030534,,,,,,,,314.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2014-11-01,2.4,,,,,,,,,4916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2014-12-01,3.7,,,,,,,,,4865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2015-01-01,5.1,9.254,30.09433962264151,42.645865696397756,874.0,487972.0,14.223236514522819,3.4408602150537635,23.022709475332807,4980,427.1,,52685.0,9056.0,42.3,18.930031257513825,337.5,136.99,18.68344627299129,51939.0,19.0,12.9,86.5,8526.0,38.0,438.0,309.0,8.0,48272.0,55606.0,123.0,2266.0,1647.0,77.50872600349041,6.0,1000.0,11.0,790.0,1210.0,8.7,42.98399999970571,13.3,116.0,29.1,232.0,14.1,174.0,290.0,10.6,356.0,15.7,117.0,278.0,434.0,12.2,17.6,19.2,PIPESTONE
2015-02-01,5.3,,,,,,,,,4858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2015-03-01,5.0,,,,,,,,,4993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2015-04-01,3.0,,,,,,,,,4928,,,,,,,,,18.67704280155642,,,,,,,,305.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2015-05-01,2.8,,,,,,,,,4920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2015-06-01,2.9,,,,,,,,,5073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2015-07-01,2.8,,,,,,,,,4947,,,,,,,,,19.264278799612782,,,,,,,,301.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2015-08-01,2.5,,,,,,,,,4963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2015-09-01,2.4,,,,,,,,,4900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2015-10-01,2.3,,,,,,,,,5133,,,,,,,,,19.654841802492808,,,,,,,,299.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2015-11-01,2.4,,,,,,,,,5043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2015-12-01,3.8,,,,,,,,,4988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2016-01-01,5.2,9.193,30.63477460901564,42.87465288343189,,467718.0,13.542282930224465,5.970149253731343,22.14730290456432,4977,428.9,,50828.0,8984.0,42.4,19.50425273390037,323.1,154.27,18.73170731707317,51050.0,19.9,12.7,86.2,8386.0,91.0,491.0,305.0,12.0,46242.0,55858.0,95.0,2283.0,1658.0,78.58084358523726,,975.0,10.9,785.0,1165.0,8.8,,13.0,,30.3,232.0,14.0,172.0,292.0,10.4,344.0,15.1,114.0,260.0,428.0,11.4,17.6,18.8,PIPESTONE
2016-02-01,5.6,,,,,,,,,4800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2016-03-01,5.9,,,,,,,,,4886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2016-04-01,4.0,,,,,,,,,4945,,,,,,,,,18.19905213270142,,,,,,,,309.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2016-05-01,2.9,,,,,,,,,4921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2016-06-01,3.4,,,,,,,,,5082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2016-07-01,3.1,,,,,,,,,4947,,,,,,,,,18.283582089552237,,,,,,,,314.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2016-08-01,3.0,,,,,,,,,4915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2016-09-01,3.0,,,,,,,,,4765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2016-10-01,2.8,,,,,,,,,4941,,,,,,,,,17.836812144212523,,,,,,,,317.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2016-11-01,2.8,,,,,,,,,4951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2016-12-01,3.9,,,,,,,,,4902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2017-01-01,5.7,9.087,,,,,,,,4918,,,,,,,,149.89,17.26829268292683,,,,,,,,318.0,17.0,,,,,,,,,,,,,,,71.0,,,,,,,,,,,,,,,PIPESTONE
2017-02-01,6.0,,,,,,,,,4795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2017-03-01,5.2,,,,,,,,,4829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2017-04-01,3.6,,,,,,,,,4905,,,,,,,,,16.456921587608907,,,,,,,,319.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2017-05-01,2.7,,,,,,,,,4907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2017-06-01,3.1,,,,,,,,,5023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2017-07-01,2.8,,,,,,,,,4985,,,,,,,,,16.2,,,,,,,,324.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2017-08-01,2.7,,,,,,,,,4849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2017-09-01,2.3,,,,,,,,,4817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2017-10-01,1.7,,,,,,,,,4974,,,,,,,,,16.81329423264907,,,,,,,,325.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2017-11-01,2.2,,,,,,,,,4942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2017-12-01,3.2,,,,,,,,,4963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2018-01-01,5.1,,,,,,,,,4982,,,,,,,,,15.408163265306122,,,,,,,,329.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2018-02-01,5.1,,,,,,,,,4955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2018-03-01,5.0,,,,,,,,,4989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2018-04-01,3.7,,,,,,,,,5102,,,,,,,,,14.653465346534652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2018-05-01,2.0,,,,,,,,,5160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2018-06-01,2.3,,,,,,,,,5191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2018-07-01,1.9,,,,,,,,,5159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
2018-08-01,1.7,,,,,,,,,4927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPESTONE
